Country and Regions,Country and Regions Name,Country and Regions - RegionId,Indicators,Indicators Name,Scale,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
TCD,Chad,TD,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,738.354589058173,873.438678263705,844.022023033094,844.491250803877,907.150143108012,983.187272052344,1210.62832362947,1372.31046297917,1604.23896574494,1515.15607328826,1826.04635224835,1809.22232591541,1885.83059328909,1648.17699406372,1335.19446139107,1636.29403196525,1818.98762861143,1748.071657453,1974.53156423885,1739.0691755567,1385.75024319756,1738.46096783991,1532.67651430328,2733.93622525108,4461.86587706951,6635.45117206205,7422.10251956848,8638.71175659475,10351.9336316085,9253.48428964402,10657.7050723284,12156.3800620355,12368.2084693997,12947.4446179179,13925.6690418798,10946.0274107688,10091.0579410622,9871.67009630898,12913.8024608937,13713.7273965593,14827.7767342998
TCD,Chad,TD,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,1120.09980528881,907.721874202743,843.882124612658,852.374015336958,888.996575840657,971.02910460299,1204.94970117776,1293.98800068014,1436.20185312,1434.21972259444,1694.56996554544,1662.46345491325,1799.9852989831,1649.22252122078,1163.00503726581,1501.76392498004,1638.64437510349,1590.45502939282,1790.5551679694,1697.413543263,1458.14716451909,1656.64443004948,1866.07031188406,2552.09568889552,3584.78884606052,4719.70215728158,5663.78660748462,6435.47862857718,7896.89368492927,7614.1676037551,8183.56054551841,9587.89671690714,9791.86007653116,10652.0710495773,11429.8070053335,9796.4807354498,9923.31722292891,9462.92150765591,11998.6844529048,12623.9360049398,13560.5159726636
TCD,Chad,TD,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,42.477300046753,58.0739283604032,76.2005994376369,84.0741469299121,108.708516289727,133.68573745772,175.391972534927,220.788181666025,245.460480626138,234.060032904558,324.307106421081,340.203516134124,321.983231418161,311.124170079999,217.601674372983,232.244590287618,267.099316945371,210.597093628921,222.921616699456,243.739380676417,546.011515278967,645.439300231714,786.022203988859,916.527947112143,1031.65760284223,603.852226344416,841.121283260333,518.29280481096,648.731812305795,702.628188565034,717.827506148708,788.196204162527,850.446468889304,1017.44385454577,1067.70840352033,870.520633578926,980.211669997678,991.088527085034,1280.14317509494,1334.38230595951,1393.81067296216
TCD,Chad,TD,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,1077.62250524206,849.64794584234,767.681525175021,768.299868407046,780.28805955093,837.34336714527,1029.55772864283,1073.19981901412,1190.74137249386,1200.15968968988,1370.26285912436,1322.25993877912,1478.00206756494,1338.09835114078,945.403362892826,1269.51933469243,1371.54505815812,1379.8579357639,1567.63355126994,1453.67416258658,912.135649240122,1011.20512981777,1080.0481078952,1635.56774178338,2553.13124321829,4115.84993093716,4822.66532422429,5917.18582376622,7248.16187262348,6911.53941519007,7465.73303936971,8799.70051274461,8941.41360764186,9634.6271950315,10362.0986018132,8925.96010187087,8943.10555293124,8471.83298057088,10718.5412778098,11289.5536989803,12166.7052997015
TCD,Chad,TD,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,124.492909047978,89.3121977482443,85.4440692523376,73.6812574670054,77.4366314476188,84.2140221085295,65.0894034684822,186.155981360224,234.148481472353,148.106388047657,226.507550694158,238.891058811107,190.479360338129,146.465519535979,225.504953391951,148.323382505559,279.654911908298,224.281943486995,250.831761234428,161.624110940289,243.004040829862,662.849623185608,1145.10718199454,1239.83735878554,1203.23720683531,1258.26662684529,1691.56766162263,1927.74551408397,2264.902164469,2797.42842810611,3674.67617518942,3461.17984231862,3895.37263309599,3556.37849712574,4248.10762626793,2944.32733684102,1685.45762065324,621.144905733202,786.084863355044,843.41888836441,912.283414496268
TCD,Chad,TD,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,114.705026857332,97.3754264651162,84.1812323517841,37.5197284385174,45.5531763693532,109.323102159078,138.007093273482,155.769217646968,203.36459885858,153.902631257269,179.368952555514,160.522213764914,142.942699755313,16.3341590496035,138.413991477671,59.0288575780096,180.547825024139,154.436694264461,163.835016303174,92.9986228692895,165.877523858868,568.577280664216,1799.13979718363,1323.88710168227,980.137452465289,879.337057313639,1078.58417979975,1416.23786133892,1604.9049084154,1899.89819659854,2620.03314622215,2299.58551793049,2354.6416029808,2259.68165931178,2904.69558714733,2307.2619657127,1382.01964879349,148.882479591603,188.41700631442,202.159422503576,222.74261424821
TCD,Chad,TD,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,9.78788219064553,-8.06322871687192,1.26283690055346,36.1615290284879,31.8834550782656,-25.1090800505481,-72.9176898050002,30.3867637132559,30.7838826137724,-5.79624320961219,47.1385981386445,78.3688450461929,47.5366605828156,130.131360486376,87.0909619142798,89.2945249275497,99.1070868841588,69.8452492225333,86.996744931254,68.625488071,77.1265169709945,94.2723425213927,-654.032615189086,-84.0497428967259,223.099754370024,378.929569531648,612.983481822888,511.507652745041,659.997256053599,897.530231507571,1054.64302896727,1161.59432438813,1540.73103011519,1296.69683781396,1343.4120391206,637.065371128327,303.437971859745,472.262426141599,597.667857040624,641.259465860834,689.540800248057
TCD,Chad,TD,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,232.268305131593,175.714610110368,72.6512176015284,181.356544796757,216.589305588068,154.802024023079,197.393817603465,223.165741529995,266.64751590462,238.558359668584,288.528452890056,265.479980300146,277.646720441339,238.353133926602,229.061482348977,335.697385128538,296.816327049531,312.172254461244,358.744336822981,279.605536966545,276.73248069302,327.147132662616,348.034024337272,684.005198213401,2218.21523623142,3183.488360385,3538.64600991808,3844.51942876071,4418.77587544784,3272.09334152247,4037.31217315693,4942.89364956706,4741.2329650535,4334.72235757377,4390.39301947902,2898.15145428686,2459.74375064691,2590.3579717217,3717.19411005043,3940.05684727632,4270.79919445796
TCD,Chad,TD,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,443.85590186414,295.809661834536,167.604370390575,291.698336122813,304.080547747218,342.399718728338,399.382162982241,490.725012486317,520.336075927036,482.014650370164,597.494572230494,566.721365035551,601.122659856355,579.821016334097,437.831455191273,541.069157322527,599.839516921766,584.13243973632,642.383525168507,609.860278997046,592.13344284441,908.180218057793,2106.44533305301,652.794248847303,2544.37541205773,-2526.00597244981,3471.89775945685,3569.0318148271,4228.63809323757,4430.20508373966,5237.84382153635,5835.59014675728,6060.25720528099,5595.72728635889,6142.63860920073,4692.93211580887,3977.46065316686,2802.75428880183,3588.16096541652,3693.68434402121,3915.82184731809
TCD,Chad,TD,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,151.7021525819,103.9250833278,99.9834247903,100.9334335348,97.9988354293,98.7633925098,99.5309359329,94.2926572075,89.5254312971,94.6582169243,92.7999425348,91.8882898525,95.4478787961,100.0634353689,87.1037943083,91.7783659686,90.0855151145,90.9834000575,90.6825294869,97.6047167715,105.2243845294,95.2937374319,121.7523916149,93.3487645148,80.3428194577,71.1285794273,76.3097328897,74.4958138424,76.2842379593,82.2843305875,76.78539132,78.8713142233,79.1695911397,82.2716092937,82.0772558285,89.4980468057,98.3377291151,95.8593775454,92.9136440583,92.0532809199,91.4534674729
TCD,Chad,TD,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,5.7529675682,6.6488844387,9.0282714619,9.9555971539,11.98351972,13.5971794243,14.4876812405,16.0887924141,15.3007429608,15.4479156987,17.7600697826,18.8038535265,17.0738152496,18.8768664531,16.2973769488,14.1933286898,14.6839545659,12.047394781,11.2898482221,14.0155080719,39.4018704279,37.1270515802,51.2842858003,33.5241158388,23.1216632518,9.100394392,11.3326551478,5.9996538768,6.2667694306,7.5931202407,6.7352915217,6.4838068581,6.876068357,7.8582599468,7.6671964579,7.9528453649,9.7136660568,10.0397249646,9.912984026,9.7302671066,9.3999977066
TCD,Chad,TD,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,145.9491850138,97.2761988891,90.9551533284,90.9778363809,86.0153157092,85.1662130855,85.0432546924,78.2038647934,74.2246883363,79.2103012256,75.0398727523,73.084436326,78.3740635466,81.1865689159,70.8064173595,77.5850372789,75.4015605486,78.9360052765,79.3926812648,83.5892086996,65.8225141015,58.1666858517,70.4681058146,59.824648676,57.221156206,62.0281850354,64.9770777419,68.4961599656,70.0174685287,74.6912103468,70.0500997983,72.3875073652,72.2935227827,74.4133493469,74.4100593706,81.5452014407,88.6240630582,85.8196525808,83.0006600323,82.3230138132,82.0534697664
TCD,Chad,TD,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,16.8608566795,10.2253541057,10.1234407303,8.724928458,8.5362530157,8.565410121,5.3764976581,13.5651506261,14.5956111572,9.7749922043,12.4042607361,13.2040742251,10.1005552151,8.8865164399,16.8892966465,9.0645922804,15.3742063722,12.8302488362,12.7033553566,9.2937137413,17.5359190462,38.1285306629,74.7129072122,45.3499005329,26.9671307921,18.9627893299,22.7909498308,22.3151966219,21.8790251664,30.2310820502,34.4790567036,28.4721259508,31.4950434635,27.4678023508,30.5055908875,26.898592762,16.7024868007,6.2921967577,6.0871680958,6.1501797722,6.1525300174
TCD,Chad,TD,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,15.5352223115,11.1485132143,9.9738194093,4.4428794736,5.0215696614,11.1192552291,11.3996253499,11.3508729875,12.6767023617,10.1575431053,9.8228039137,8.8724426769,7.5798271734,0.9910439903,10.3665792122,3.6074725217,9.9257313345,8.8346889904,8.2974118657,5.3476091795,11.9702323469,32.7057835167,117.3854874394,48.424213025,21.966985998,13.2521065186,14.532057149,16.3940863087,15.5034311997,20.531706081,24.5834645305,18.9166964688,19.0378550686,17.4527231125,20.8585711639,21.0785326871,13.6954881923,1.5081792457,1.4590358408,1.4741391356,1.5021983284
TCD,Chad,TD,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,1.3256343681,-0.9231591087,0.149621321,4.2820489844,3.5146833543,-2.5538451081,-6.0231276918,2.2142776386,1.9189087955,-0.382550901,2.5814568223,4.3316315482,2.5207280416,7.8954724496,6.5227174342,5.4571197586,5.4484750377,3.9955598459,4.4059434909,3.9461045619,5.5656866993,5.4227471462,-42.6725802272,-3.074312492,5.0001447941,5.7106828112,8.2588926818,5.9211103132,6.3755939667,9.6993759692,9.8955921731,9.555429482,12.457188395,10.0150792383,9.6470197237,5.820060075,3.0069986084,4.7840175121,4.628132255,4.6760406366,4.650331689
TCD,Chad,TD,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,31.4575555666,20.1175668634,8.6077395635,21.4752425942,23.8757946778,15.7449174154,16.3050718169,16.262044745,16.621433689,15.7448043719,15.8007189979,14.6737068462,14.7227816448,14.4616224341,17.1556645097,20.5157128591,16.3176660677,17.8580925519,18.168579491,16.0778847039,19.9698670126,18.8182040733,22.7075981846,25.0190619626,49.7149689692,47.9769691289,47.677137315,44.5033882028,42.685512028,35.3606624176,37.8816278529,40.660900896,38.3340317782,33.4793658941,31.5273399524,26.4767421598,24.3754794097,26.2403215104,28.7846598344,28.7307508261,28.8026942338
TCD,Chad,TD,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,60.114192888,33.8672501225,19.8578195612,34.5413094387,33.5204210744,34.8254832483,32.9896595996,35.7590374572,32.4350727689,31.8128712195,32.7206684263,31.3240311551,31.8757507697,35.17953584,32.7915871322,33.0667439197,32.9765583606,33.415817781,32.5334644836,35.0682012866,42.7301705882,52.2404721681,137.4357415538,23.877449767,57.024919219,-38.0683378861,46.7778200355,41.3143986672,40.8487751537,47.8760750553,49.1460758765,48.0043410701,48.9986663814,43.2187775387,44.1101866684,42.8733817274,39.4156953255,28.3918958136,27.7854719885,26.9342115182,26.4086917242
TCD,Chad,TD,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,-23.1132194372062,-36.1898007889449,-36.0821891303396,18.7435664505662,-9.25673042375531,-15.1879576033704,-31.9631262323629,-38.1753873853455,-40.2150119640441,-65.4929848911523,-108.263384497272,-92.394951882253,-176.258954059931,-141.945100492932,-62.6739052876065,-75.087972696526,-76.4456080348879,-66.2380333907601,-50.213020651743,-103.936424837993,-93.53923292778,-84.9267236291986,-119.616560873739,-118.970630972127,-102.41318511766,-9.16241293331771,179.250665249259,165.744089064836,375.502332369315,-852.999720082984,-443.508748719168,290.941849605502,58.7099056880581,-268.259792680686,-584.741898074684,-513.820700069343,-250.540007840617,-79.0249625051028,7.85521861759958,26.5320713432856,80.9137521421984
TCD,Chad,TD,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,,,,55.3979533458632,78.6055214393477,112.018113839518,201.631413113488,271.807101167733,279.174808412492,307.132175605254,331.041045966443,229.064140796492,235.33078139463,192.900346451107,191.523887644844,220.334925857291,243.721012878122,241.86711295393,243.891762527626,225.121966822159,187.956487426086,217.686392182244,293.412568002909,447.93364718474,678.714715112547,757.399194563397,1216.04652356734,1415.37729666366,2025.09627070199,1387.16679428194,2158.06674549662,3013.06145438471,3020.57205495166,2694.17977370373,2488.02115489677,1493.99397377639,1216.02246537337,1417.29552318934,1924.41733877353,2004.01133548782,2173.4521633021
TCD,Chad,TD,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,23.1132194372062,36.1898007889449,36.0821891303396,36.6543868952969,87.862251863103,127.206071442889,233.59453934585,309.982488553079,319.389820376536,372.625160496407,439.304430463715,321.459092678745,411.589735454562,334.845446944039,254.197792932451,295.422898553816,320.16662091301,308.10514634469,294.104783179369,329.058391660152,281.495720353866,302.613115811442,413.029128876648,567.021274139652,781.19192853043,766.561607496715,1036.79585831808,1524.20327579584,1952.65384686362,2240.16651436493,2601.57549421579,2722.11960477921,2961.8621492636,2962.43956638441,3072.76305297145,2007.81467384574,1466.56247321399,1496.32048569444,1916.56212015593,1977.47926414454,2092.5384111599
TCD,Chad,TD,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,-3.130368495,-4.1433705296,-4.2750293411,2.2195098449,-1.0204187801,-1.5447675163,-2.6402096836,-2.7818331504,-2.5067968565,-4.3225239991,-5.9288409828,-5.1068876698,-9.3464892704,-8.612248624,-4.6939908081,-4.5889046363,-4.2026458472,-3.7892058434,-2.5430345891,-5.9765549467,-6.7500787669,-4.885167122,-7.8044231615,-4.3516242213,-2.2952994989,-0.1380827422,2.4150928228,1.9186204348,3.6273641788,-9.2181463045,-4.1613907094,2.3933263695,0.4746839919,-2.0719130346,-4.1990219379,-4.6941294845,-2.4827922831,-0.8005227255,0.0608280841,0.1934708965,0.5456903863
TCD,Chad,TD,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,,,,6.5599203418,8.6651059956,11.3933649289,16.6551045583,19.8065312843,17.4023206251,20.2706626083,18.1288413385,12.6609172082,12.4788929733,11.7038611233,14.344269182,13.4654849039,13.3987174538,13.8362241572,12.3518796531,12.9449690666,13.563518271,12.5217877312,19.1438027049,16.3842024934,15.2114548893,11.4144339989,16.3841245841,16.3841245841,19.5624927938,14.9907510605,20.2488878314,24.785844462,24.422066158,20.8085831082,17.8664389295,13.6487322543,12.0504953244,14.3572010548,14.9020193286,14.6131775668,14.6579774045
TCD,Chad,TD,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,3.130368495,4.1433705296,4.2750293411,4.3404104969,9.6855247757,12.9381324452,19.2953142419,22.5883644347,19.9091174816,24.5931866074,24.0576823213,17.767804878,21.8253822437,20.3161097473,19.0382599901,18.0543895402,17.601363301,17.6254300006,14.8949142422,18.9215240133,20.3135970378,17.4069548531,26.9482258665,20.7401061116,17.5081894,11.5525167411,13.9690317613,17.643872359,18.8626967323,24.208897365,24.4102785408,22.3925180925,23.9473821661,22.8804961427,22.0654608675,18.3428617388,14.5332876075,15.1577237802,14.8411912445,14.4197066703,14.1122870182
TCD,Chad,TD,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,-3.09999999999949,9.95128740431514,-24.531668153434,-36.3854266538825,-13.3236030025013,-105.030046739371,-173.751082876118,-150.71547420965,-138.82175226586,-183.7131661442,-178.368264462809,-142.798440269407,-161.742349829995,-205.755944199187,-114.383998559077,-121.361165982169,-155.40942977226,-177.230760875151,-148.504819052461,-164.484613911202,-213.700822481345,-544.750719348144,-1888.26487988593,-1343.19646739207,-756.97580882251,69.3322244893568,375.116653712967,812.771230730285,387.292201229471,-850.459927975164,-956.176381882083,-685.659232887717,-1075.5460633694,-1196.85465521934,-1257.78824937101,-1104.5177753408,-1075.17366618275,-655.919832364908,-549.396396214468,-587.819844021519,-672.38844312706
TCD,Chad,TD,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,-0.4198524728,1.1393229602,-2.9065199111,-4.3085617073,-1.4687318416,-10.6826084638,-14.3521409077,-10.9826076734,-8.6534335115,-12.1250324889,-9.7680031092,-7.8928077674,-8.5767168274,-12.4838500319,-8.5668418996,-7.4168311814,-8.5437320918,-10.1386439234,-7.5210151988,-9.458198456,-15.421308676,-31.3352286549,-123.2004837462,-49.1304974486,-16.9654541324,1.0448758146,5.054048401,9.4084772548,3.7412546777,-9.1906994312,-8.9716911417,-5.6403240882,-8.6960538063,-9.2439449678,-9.0321566999,-10.0905811204,-10.6547170025,-6.6444667008,-4.2543348319,-4.2863608633,-4.5346544878
TCD,Chad,TD,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,,8.0987371253,6.430922742,7.8745666743,20.2991096317,5.0713767912,-13.0545364152,-2.7287753643,14.8998936043,-4.9008735656,-8.2192659389,4.2009128703,-3.8005459673,-10.8743826882,41.271466416,5.3640917183,11.3308770318,5.5999985336,13.607696557,-8.0036038013,3.8,12.4221508032,5.1987369914,-1.7525694125,-4.8014211411,7.8667298949,8.0373607767,-9.0,8.3368948666,10.1034937275,-2.1232015645,1.8909661767,7.6756075355,0.2211382114,1.6808358751,6.7628286954,-1.1,-0.9,2.0755079093,2.3383440483,2.3478076369
COM,Comoros,KM,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,,5.4621457133,4.0582726327,3.0927835052,4.1666666667,2.0,2.0,1.6379888617,2.6875201449,-3.1806767906,5.0913918735,-5.3955989071,8.5309234329,3.0059374776,-5.2766820379,3.6101294778,-1.3403934736,4.2157800184,1.1526064153,1.9244032734,1.4169991974,3.3294420965,4.1496004328,2.474212333,-0.2394602154,2.8370067246,2.6468328452,0.800187097,0.5566426017,2.8578889904,2.6124116932,1.6209926189,2.1261798799,3.416905623,3.3585958118,-0.1923088776,2.1839911717,2.7091212214,2.8055183862,2.8153593696,2.9471563152
COM,Comoros,KM,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,,2.21565982,1.0855974313,0.2861479931,1.3413765754,-0.8334848327,-0.9066765092,-1.3016965012,-0.3057889215,-6.0077393945,2.0371606904,-8.1359375863,5.4036668225,0.0652951211,-7.9410743902,0.7513343135,-4.0122936616,1.4490279828,-1.4836399042,-0.6703087067,-1.1090901536,0.8142759461,1.6640000516,0.0614048178,-2.5808499127,0.4160049378,0.2220129028,-1.5869873099,-1.8315487812,0.4099319769,0.1664676367,-0.8063110024,-0.3144319246,0.9577729461,0.9242989978,-2.5082020584,-0.1505941387,0.3984209016,0.5285597002,0.5723941723,0.7344342752
COM,Comoros,KM,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,139.363622242932,146.975866361174,152.940547722383,157.670667755103,164.240278911618,167.525084489851,170.875586179648,173.674509248635,178.342046671248,172.669562584895,181.46084666235,171.669947203022,186.314978956212,191.915490735039,181.788720507476,188.351528693831,185.826877095793,193.660929449215,195.893077745976,199.662850546483,202.492071536233,209.233927808035,217.916299781922,223.308011746743,222.773277900809,229.093370775467,235.157089359328,237.038786045976,238.358244911693,245.170258950844,251.575115463974,255.653129516659,261.088774918852,270.009931950137,279.078474215976,278.541781534467,284.625109452619,292.335948694361,300.537487484426,308.998697797409,318.105372433397
COM,Comoros,KM,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,135.483086349783,118.568567663313,112.540469851052,109.210616146246,105.273998466661,115.078128477942,162.486825197442,196.433027767149,207.477043428629,198.733562169872,250.033056637038,246.822991439358,266.190638104953,263.56830060743,185.761287223823,231.916115674881,230.471130804751,212.073938826178,215.392264881205,222.879250864354,202.492071536233,220.267066435302,246.737868275111,316.212199973545,370.610703246327,385.463934500555,403.168743236821,466.542581075669,529.111036659959,1068.7499547739,1068.06435216474,1149.83687409722,1150.332000532,1259.90338164251,1312.57787006823,1104.45719944268,1149.80415681635,1228.88491910049,1395.96010019644,1471.06895437239,1554.73600472084
COM,Comoros,KM,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,139.910178210699,126.666358423282,117.581027832978,113.143366498453,110.565589690424,115.387127694715,164.910497454541,200.117124851098,211.525419176353,209.532109113935,247.886227237,239.53138015987,260.176055007745,245.783302726374,186.626288727879,244.293548671455,238.878173382683,231.236635301098,225.531710056751,235.367743381517,214.047342043718,222.162609049973,242.773679665498,323.729388610013,392.652977830488,421.15454206621,459.897566111494,535.572276956662,635.646226372667,1079.61289346404,1106.31363397719,1201.34015774311,1264.67127765393,1326.38382856989,1408.47873574068,1131.38539274518,1178.06699013642,1147.20200134961,1290.77722199299,1331.69052919477,1407.70593401024
COM,Comoros,KM,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,38.3587456573803,35.0156437516791,32.517446447537,31.0577538674707,29.8219417626152,31.6797232798898,44.9086493619749,53.6112386618486,56.3076220597221,54.8829802574246,62.7116527462518,54.5151627939951,55.5026634931429,51.677496821585,43.6576456715794,51.656573805218,43.7887713079289,37.3731858813424,33.8348185933612,32.6397054842726,23.7584229529239,35.8949627156822,39.3442569048591,44.313016684292,48.6793432163822,49.1611340816299,57.0519303776156,66.2772342693689,80.9195216897884,103.487351197026,101.039699112133,108.917845581521,102.033048848774,104.077942406823,113.920875920283,100.381631760059,121.611732635365,96.2268540367808,115.087221728341,127.66097420186,132.688070402473
COM,Comoros,KM,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,101.551432553318,91.650714671603,85.0635813854408,82.0856126309823,80.7436479278092,83.7074044148253,120.001848092566,146.50588618925,155.217797116631,154.649128856511,185.174574490748,185.016217365874,204.673391514602,194.105805904789,142.968643056299,192.636974866237,195.089402074754,193.863449419755,191.69689146339,202.728037897244,190.288919090794,186.267646334291,203.429422760639,279.416371925721,343.973634614106,371.99340798458,402.845635733878,469.295042687293,554.726704682879,976.125542267016,1005.27393486506,1092.42231216159,1162.63822880515,1222.30588616306,1294.55785982039,1031.00376098512,1056.45525750106,1050.97514731283,1175.69000026465,1204.02955499291,1275.01786360776
COM,Comoros,KM,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,39.5958267448575,28.5097159854119,30.324284111831,33.05476435655,35.2797717649267,37.7360093620829,38.6078087686217,49.591726726427,45.3019345567844,37.7046199757998,49.173222851518,50.087733290796,59.1862178397371,43.6608278005368,39.0370774185337,45.1200324823631,44.7635927644268,33.6124747856639,38.6727357789083,33.2965188674138,20.4378066770298,25.9635642799493,30.2252932140391,36.8943946657185,42.7334244086378,45.5264250223705,38.8117571238357,51.9396731064708,75.568668377832,169.187375762531,145.424264796396,148.330135058277,117.256521812312,164.035300785362,166.953426283002,139.920650791673,157.551056448994,276.084501129321,329.645404413316,369.466093686973,389.73694065363
COM,Comoros,KM,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,7.22533426391701,1.68747434059444,-0.222637612056905,5.92195929852639,10.7563055980849,7.79060630950076,6.05539079938666,17.9879813931203,16.5353907724126,16.5200654533144,36.1636952641206,13.9767107991705,16.3311798707923,34.0040966238169,25.2476590962034,30.3079680625713,18.0967988088204,15.6483082683761,15.0478221823856,14.5632902164781,12.6310021507169,13.0118811219615,16.8153404620024,20.5914326627302,23.1477095014535,24.6218702647693,18.8401363516429,23.3576942657461,26.4902161737102,148.43851340351,116.928442162325,115.631610981347,77.2325514629861,106.477208323213,106.243089452819,94.7119451836006,97.695782210138,103.700135094277,123.818152888405,140.477988352797,147.824642889405
COM,Comoros,KM,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,32.3704924809405,26.8222416448175,30.5469217238879,27.1328050580236,24.5234661668417,29.9454030525821,32.552417969235,31.6037453333067,28.7665437843718,21.1845545224855,13.0095275873974,36.1110224916255,42.8550379689448,9.65673117671988,13.7894183223303,14.8120644197918,26.6667939556064,17.9641665172878,23.6249135965227,18.7332286509357,7.80680452631295,12.9516831579878,13.4099527520367,16.3029620029884,19.5857149071843,20.9045547576013,19.9716207721928,28.5819788407247,49.0784522041217,20.7488623590206,28.4958226340704,32.6985240769303,40.0239703493258,57.5580924621488,60.7103368301826,45.2087056080719,59.855274238856,172.384366035044,205.827251524911,228.988105334176,241.912297764225
COM,Comoros,KM,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,14.7618855110329,19.8845131031285,23.2630793267256,21.6561266221071,17.8940214531082,19.5604393100639,26.390184318357,29.9466948831081,37.3145853897652,29.5762462148047,23.6610323879205,37.1315644883997,36.2386187615701,51.8787964401752,29.7623193139273,45.8305841749987,42.2353125162905,38.4805692453736,25.751538560635,29.3995993719885,33.8907934984045,35.0255089984678,38.682170115213,56.8899981762341,54.8102068400607,57.0595498589127,60.1231838915747,71.1753534876191,77.0706310936907,77.7037553613948,96.0593238761361,98.7991612815302,90.8837940741394,106.43132809759,114.554623661714,100.638627493545,106.501896920475,115.056809641634,126.167997165517,134.330837545313,141.293564417373
COM,Comoros,KM,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,58.7705836007535,56.5045997445985,58.6289439749485,58.6329476149613,58.4649025867771,57.6051917379507,67.4207269356604,83.2218650801573,86.6655922859464,78.0800361121734,70.6892625485745,79.9276864997075,89.4102535040991,77.7546263596553,69.6639521228437,103.347873820978,95.3813272168065,91.2530759516436,74.560580754375,75.4848140328082,65.8838706829191,62.8846158930891,64.6401269781177,75.5034092059431,119.58590583286,-138.276582446938,155.663763890083,192.144722475083,259.174489184232,257.754069814066,279.73287048499,298.632579985694,322.479593008375,336.947075810326,377.408915617162,267.487471587721,292.315786689541,309.458393020072,350.630523375392,364.418506054664,384.0004343604
